0,6.527452,112.62856984138489,0,0.0
20,6.3787174,275.86006689071655,20480,2.0000152e-06
40,6.0985823,286.8187701702118,40960,4.0000305e-06
60,5.9204807,298.1859722137451,61440,5.9999875e-06
80,5.8420644,309.4613530635834,81920,8.000003e-06
100,5.77662,321.0336287021637,102400,1.0000018e-05
120,5.679098,330.37598180770874,122880,1.2000004e-05
140,5.5951557,340.53601837158203,143360,1.399999e-05
160,5.5436773,350.6964030265808,163840,1.6000005e-05
180,5.4848223,360.85560607910156,184320,1.800002e-05
200,5.354494,371.02061581611633,204800,2.0000007e-05
220,5.35814,381.1948697566986,225280,2.2000022e-05
240,5.204663,391.2694432735443,245760,2.3999979e-05
260,5.021011,401.42049765586853,266240,2.5999994e-05
280,5.0620155,411.9753589630127,286720,2.800001e-05
300,4.9704146,422.1248197555542,307200,2.9999996e-05
320,4.8990116,432.5550491809845,327680,3.200001e-05
340,4.778157,442.72770833969116,348160,3.3999997e-05
360,4.7412224,452.9602401256561,368640,3.6000012e-05
380,4.7214193,463.2029194831848,389120,3.8e-05
400,4.7249193,474.15783429145813,409600,3.9999984e-05
420,4.5411935,484.4645240306854,430080,4.2e-05
440,4.567306,494.4764766693115,450560,4.4000015e-05
460,4.51672,505.0181472301483,471040,4.6e-05
480,4.4695044,514.8777687549591,491520,4.8000016e-05
500,4.439628,524.9797692298889,512000,5.0000002e-05
520,4.395115,535.1833152770996,532480,5.199999e-05
540,4.344533,546.3099961280823,552960,5.4000004e-05
560,4.305973,557.5710344314575,573440,5.599999e-05
580,4.243396,568.6744968891144,593920,5.8000005e-05
600,4.3104835,579.1873807907104,614400,5.999999e-05
620,4.095149,589.9082102775574,634880,6.200001e-05
640,4.1727405,601.1462750434875,655360,6.400002e-05
660,3.998777,611.816041469574,675840,6.599998e-05
680,4.078521,622.8960881233215,696320,6.7999994e-05
700,4.0980043,634.0068197250366,716800,7.000001e-05
720,3.9975638,644.854499578476,737280,7.1999995e-05
740,3.8591418,655.7861220836639,757760,7.400001e-05
760,3.879517,665.1838619709015,778240,7.6e-05
780,3.7803707,675.3397214412689,798720,7.800001e-05
800,3.9273982,685.5073142051697,819200,8e-05
820,3.8170557,695.6667811870575,839680,8.1999984e-05
840,3.776103,705.8221325874329,860160,8.4e-05
860,3.8059468,715.9749884605408,880640,8.5999985e-05
880,3.6958523,726.1368596553802,901120,8.8e-05
900,3.8590865,736.8201992511749,921600,9.0000016e-05
920,3.6574419,746.8315734863281,942080,9.2e-05
940,3.6926377,757.2180140018463,962560,9.399999e-05
960,3.5918238,767.697517156601,983040,9.600003e-05
980,3.6062617,777.7532076835632,1003520,9.799999e-05
1000,3.5846193,788.4479475021362,1024000,0.000100000005
1020,3.5623848,804.0911729335785,1044480,0.00010199999
1040,3.3963087,813.9105784893036,1064960,0.000104000006
1060,3.3924766,824.1032862663269,1085440,0.00010600002
1080,3.3436801,834.4104640483856,1105920,0.00010799998
1100,3.2794924,844.5730011463165,1126400,0.00011000002
1120,3.316742,855.6020631790161,1146880,0.00011199998
1140,3.290637,866.8361167907715,1167360,0.000113999995
1160,3.3366942,877.8843636512756,1187840,0.00011600001
1180,3.2523541,888.8245375156403,1208320,0.000117999996
1200,3.2251644,899.5684232711792,1228800,0.00012000001
1220,3.1734016,910.726895570755,1249280,0.000122
1240,3.210832,921.4446136951447,1269760,0.00012400001
1260,3.209292,932.2838432788849,1290240,0.000126
1280,3.0550487,944.0769572257996,1310720,0.00012799999
1300,3.014841,955.2779664993286,1331200,0.00013
1320,3.1219609,965.8043682575226,1351680,0.00013200002
1340,3.0126839,975.2650468349457,1372160,0.000134
1360,2.972339,985.3976910114288,1392640,0.00013599999
1380,2.9892855,995.5861620903015,1413120,0.00013800003
1400,2.9076946,1005.7128171920776,1433600,0.00013999999
1420,2.9938736,1015.8684980869293,1454080,0.000142
1440,3.1147985,1026.019080400467,1474560,0.00014399999
1460,2.9818637,1036.1645059585571,1495040,0.000146
1480,2.923166,1046.3219017982483,1515520,0.00014800002
1500,2.9202802,1056.8295512199402,1536000,0.00014999998
1520,2.9505897,1067.0610892772675,1556480,0.00015200002
1540,2.8520417,1077.2945611476898,1576960,0.00015399998
1560,2.853899,1088.0835597515106,1597440,0.00015600002
1580,2.7277312,1098.105316400528,1617920,0.00015800001
1600,2.7505083,1107.8481750488281,1638400,0.00016
1620,2.7243721,1118.273209810257,1658880,0.00016200001
1640,2.6631274,1128.5112779140472,1679360,0.00016399997
1660,2.6871839,1138.749478816986,1699840,0.00016600001
1680,2.6246836,1149.0536260604858,1720320,0.000168
